id;name
3378822;neon-ninja
43069469;kraftalin
244649;twitwi
31305;jpallen
208443;mkuzak
52725;jt14den
10424296;U2NG
8109701;duchessanne
12030124;mawds
13123663;maxim-belkin
2743976;synesthesiam
1896943;BillMills
78827;jnothman
7844578;jsta
743508;mangecoeur
2607577;adomingues
3049661;frederik-elwert
1127275;jbruck
4832639;bluebirch
149024;jaredsampson
99779;KelSolaar
22137450;scoopxyz
5191147;borisveytsman
931523;MatthewFluet
2941008;dbeyer
1178354;rionda
119279;krono
325899;zackw
976970;jowens
314854;drt24
289960;Blaisorblade
1731829;bennn
1759836;liblit
4103081;kkoopa
552608;hq6
22822319;davisjam
2417485;jnider
4182011;johnwickerson
285926;LeifAndersen
373639;Mortal
186612;mdekstrand
10067003;smokhov
6108343;gelfondjal
6044939;Martin9384
3892360;y7kim
604435;febs
6976744;AlexisTM
4104448;joshsamara
1240192;nilstgmd
1134310;rodrigograca31
1837971;gexplorer
1656584;gregorydgarcia
701050;espinosa
1226984;danielcgold
16536278;jellysquider
6645170;JonathanWade
2486712;flyingL123
6078431;rajathkmp
722757;femontanha
829725;TT--
4624318;pbiecek
9082225;sandersone
4964388;wosiu
4287320;karghar
5786046;karek
4107786;padamowicz
6266115;rudolfkral
9833398;nutka7
6058591;mkoralina
9570810;prostkop
509878;hrbrmstr
1819813;seankross
163582;yihui
13512227;d4tagirl
1606887;cusanovich
644312;jcborras
3543599;kdauria
7431032;swnydick
5856545;maurolepore
4085817;Mullefa
175135;kaneplusplus
5895872;flammy0530
5019970;mjsduncan
424139;dkahle
976006;talgalili
1862652;taekyunk
753692;aozorabunko
12216;duncan
1116348;ericyahhh
2796920;vsmart
562267;rotev
995507;gdiab
237;chad
426302;daniel-marschner
225320;dabio
14004240;DerJochen
2511953;passuf
829526;pra85
196144;netroy
2150694;siddharthteotia
3360419;StevenMPhillips
1455030;Licht-T
675055;TheNeuralBit
793516;icexelloss
81117;alendit
7715322;elahrvivaz
2783717;jcrist
1043111;rpodcast
12160301;apreshill
11020849;ProQuestionAsker
6791940;cderv
21120014;DeependraD
4317392;saurfang
104391;jjallaire
1976582;kevinushey
6488485;njtierney
19829201;tcgriffith
1626311;tteo
18970;baptiste
994718;dgrtwo
4392604;mdlincoln
5818871;hughjonesd
78918;bbolker
1848445;nutterb
636574;mbojan
322533;briatte
506275;dmenne
8362850;jenzopr
75441;zeehio
6217899;bensoltoff
7868905;lepennec
514696;gavinsimpson
6345019;mjskay
3781869;setempler
355367;jayhesselberth
6966055;junkka
1448326;atheriel
1680947;andrewjlm
18445;jiho
22921395;jbiesanz
4348186;KZARCA
3209282;alamstein-trulia
50784;arilamstein
660288;gaborcsardi
20693015;nakana0226
14275619;nikukyugamer
1458041;284km
45971;bluerabbit
134072;fujimura
11088009;fohte
8253950;wagai
908031;imaz
2221400;gorlemkun
11857;znz
281261;jemiam
16577;komagata
1464572;rvillage
1563239;selmertsx
17790;unak
2713881;south37
24515361;oda-i3
1981389;bussorenre
1514370;yancya
14936534;ShoheiMitani
34552;shugo
16088;takano32
48229;tmtm
22094892;hisamura333
22321;uasi
1477130;tomoasleep
34621;cuzic
987638;y-yagi
227792;hannesmuehleisen
6527540;bborgesr
4107631;mdsumner
1372890;wibeasley
4465050;lionel-
3478847;javierluraschi
7569808;sfirke
1226424;cosinequanon
1214931;leondutoit
3102045;arunsrinivasan
438494;eibanez
530217;pimentel
35279;rbdixon
2107580;imanuelcostigan
3258;earino
542492;edwindj
6509492;justmarkham
7827;mkuhn
228649;uribo
4497189;xiaodaigh
23323752;shabbybanks
1067915;aaronwolen
2816635;ateucher
1365941;cpsievert
216807;ajdamico
4379156;dimitris1ps
86978;wch
1509626;rmflight
4490324;lev-kuznetsov
227097;kohske
8340230;Geoff99
510776;ashander
122477;yoni
1638492;robertzk
146993;brentonk
4229089;ncarchedi
1558093;richfitz
1616850;HenrikBengtsson
468559;craigcitro
2590349;bquast
138494;karthik
766407;mbjones
3266856;adrtod
933680;az0
17404160;Stan125
2040557;sfr
1262179;benmarwick
2195485;crsh
9996346;MilesMcBain
17077538;sarupurisailalith
1730496;dracodoc
1755487;yonicd
7014590;haozhu233
9537384;daranzolin
5985667;dcomtois
5420529;gadenbuie
10477073;lorenzwalthert
22819047;LudvigOlsen
22882880;luispuerto
11376796;paulgovan
9320338;s-fleck
11619414;ottlngr
11867981;YvesCR
15100661;calligross
26510690;ChrisDienes
10789038;nevrome
17936236;ColinFay
1267747;csgillespie
5693966;famuvie
673121;eddelbuettel
11190027;pkronstrom
36656061;pandrejeff
10280;tlevine
637504;jasperla
1065905;pschmied
12534109;AndyBunn
34945;cszang
11622152;darwinalexander
23551969;filipecampelo
1825120;Robinlovelace
5055818;jonmcalder
2981167;kkweon
5593751;Rekyt
4469707;adamryczkowski
2098230;richelbilderbeek
11825413;ecosang
8334518;tktan
13439740;wolfganglederer
22581442;zegui7
30594119;arnoudplantinga
6179259;mrchypark
16839817;limadog2003
50770;ck37
870746;ConorIA
1233877;CnrLwlss
5793911;nachti
11276752;giocomai
15526406;jacobkap
3457131;Nowosad
20074927;MarkGoble
1763278;trinker
2896281;bowerth
1735264;scottmmjackson
1833870;geobrando
7396434;Nikolai-Hlubek
5813515;restonslacker
547593;corynissen
121520;dannguyen
2035238;eriqande
2566110;LluisRamon
20046224;dr-harper
5392438;mattmoehr
386848;rmsharp
802388;mrdwab
1168306;laurikari
733193;prantlf
25223;avm
814662;opoplawski
31191450;pnojai
54785918;stephen-haslett
7587410;chrosemo
56840917;StevenEllingson
52969471;ssufian
52942141;ezaccountz
2363509;dlofland
7986701;acatlin
57675974;willoutcault
29179944;salma71
2199423;djlofland
52940476;lincarrieli
2073427;s-u
6705400;avehtari
210623;krz
2913679;stevengj
3832365;jschueller
3265815;xantares
83908;amroamroamro
578702;jdumas
8080633;rickertm
2002771;jpritikin
23077847;openturns-appveyor
5373517;sovrasov
3532467;badshah400
2983208;ocommowi
692445;aitap
3766083;AaronWebster
7845831;hkalexling
1877167;al3xst
87268;bradking
8777821;dtrussel
920123;HomerReid
1082919;m-chaturvedi
17596504;sammy-tri
7450373;sergeykhrykov
13077051;mirca
38404589;jesskfullwood
280036;taliesin
3755776;jyypma
18419755;ozacha
21688911;jchiquet
20725206;lbelzile
6856331;jamiels
3386282;bgoodri
8421345;gnguy
323009;kfsone
895263;bgol
1432875;maddavo
1733600;eyeonus
651179;orphu
84898;SamMackrill
1065272;anothermindbomb
397579;tlund
38956076;Tromador
5491569;RavenDT
224875;tke
1840075;WombatFromHell
6254276;Shadowgar
96618;kmpm
117008;lantrix
19732374;DRY411S
1956759;mbcx4jrh
31497;MSeven
227603;milindur
866151;Ryanel
20304;neotron
1886500;fawick
313707;FredDeschenes
662437;skorn
694841;mhughes2k
3728342;dl4ner
10424608;sebarkh
31223;jasondavies
230541;mbostock
39635;RandomEtc
1216843;john-guerra
308493;christopherobin
921461;marcusrussi
234437;sdemjanenko
1571674;jtleek
1280767;nickreich
233689;rpglover64
40850;jimktrains
57201;mmparker
494755;nikai3d
340238;snoldak924
2288213;lcolladotor
1624248;NickQiZhu
197338;jrideout
1366709;gordonwoodhull
1848837;sclevine
5453903;siddharthg
361138;matthull
702688;leotcsun
1891843;ChaksChigurupati
1168053;christophe-g
5488059;jeffsteinmetz
904034;jjluebke
528360;BertrandDechoux
2360167;marianaIAm
249262;tjarratt
401983;lorcan
35297;log0ymxm
2182524;RenaudF
4501;esmarkowski
128426;tttp
645639;erikdies
394179;bewest
1530556;tjamesking
1765787;vongillern
1537140;JonasRauch
154865;joshareed
5413033;Hauenstein
2588685;lpand
5741321;mtraynham
16120;dottedmag
542959;milroc
647549;greypants
243451;pprince
245006;aobyrne
1037707;solomonhawk
85991;klutometis
330036;briandk
1747945;dougmitarotonda
1063212;jdmanton
3621037;jranke
12226767;egnha
1775316;thomasp85
5372770;maxheld83
4366501;bastistician
3077899;mikefc
6964485;tobiaskley
10142507;samuel-rosa
3987564;AugustT
12898994;BarkleyBG
302469;QuLogic
495736;daroczig
3731667;dgyurko
49699333;dependabot[bot]
1804856;davidchall
833642;coatless
1690993;randy3k
3777473;remlapmot
3195906;adamhsparks
14034784;EmilHvitfeldt
2800934;ijlyttle
7080679;mikldk
10091065;pachamaltese
14057186;nikolase90
895125;yulijia
536979;spacedman
472709;mingsnu
2721789;girlish
3160937;skyebend
6511937;cmdcolin
6352379;oganm
6250774;g3rv4
3478309;JoshOBrien
3939211;Ronggui
1692009;simonbyrne
1714451;GlenHertz
2234614;MikeInnes
6396159;ararslan
505001;andreasnoack
905683;bicycle1885
5934628;tkelman
1954906;arjanvandervelde
5268928;ilovezfs
3566;adamv
1589480;BrewTestBot
568243;jacknagel
6998367;DomT4
125011;MikeMcQuaid
11281814;brettkoonce
1446897;vszakats
26216252;commitay
1980544;fxcoudert
65736;tschoonj
150547;nijikon
780485;mistydemeo
1334295;bfontaine
4149852;zmwangx
3105373;xu-cheng
985416;dunn
18537310;JCount
251435;lembacon
5984479;neutric
58962;mxcl
54181;Sharpie
173889;tdsmith
24201;0xffea
16507;afh
772;alex
725299;samueljohn
1787524;Noctem
565430;makigumo
1252606;sashafrey
6525360;MelLain
13171449;ofrei
7376288;JeanPaulShapo
152387;romovpa
20482015;arxikv
14271071;fedimser
3352968;kirillbobyrev
25284863;MichaelSolotky
2793551;vmarkovtsev
6429935;Angriff
1192958;akashin
6480828;AnyaP
1197570;applejohnny
2982775;yutkin
8327627;nkruglikov
4629312;vovapolu
1192959;FedyuninV
11877086;vadimantiy
11161036;privefl
5612024;rich-iannone
129551;jcheng5
87604;vfulco
19798371;emilyriederer
1309829;reitermarkus
11892150;UniqMartin
2768870;alyssais
10331512;GauthamGoli
291551;sjackman
4408920;vladshablinsky
3059210;woodruffw
4551271;jawshooah
14019856;mansimarkaur
13498015;amyspark
2373856;rwhogg
2480569;probonopd
4747960;KurtPfeifle
9970072;odintdh
24554283;E5ten
16279904;simoniz0r
11916033;mtl1979
29598866;cstayyab
19818572;hawkeye116477
1885159;TheLastProject
1097021;synalysis
16108809;joancipria
784262;zyga
1661343;lettier
396781;belovachap
18065522;richeytastic
4503202;TheAssassin
38880192;martijnmichel
459736;xaizek
5106648;anupam-git
13421462;mars7105
6170291;limpkin
397862;Skywalker13
153314;trixon
36959990;SZinedine
7721625;thomasnordquist
1330241;t-paul
9814000;hcorion
4238928;liberodark
18606928;lmcapacho
184066;rkfg
2823847;matejak
739555;sgallagher
169667;Tzrlk
2320932;btamayo
50936;kamalmarhubi
1296771;ariutta
16696352;Conduitry
8712544;svetlemodry
13386824;ChrisMuir
1325054;nuest
1608317;jdblischak
6983469;pkq
8368933;shrektan
3786750;adrianmo
1152728;ryanfox1985
67356;schuster-rainer
5931248;GeorgeWL
13352856;davidshorter
4692391;varnerac
12183932;henvo
24267107;lucab85
973580;Paul-Reed
4380751;SaschaFitzner
10562755;jpvicari
1517853;kpavlov
7933080;alexislg2
443678;leshik
1207959;Akagi201
185346;coling
527296;hiaw
21963;denisazevedo
2096910;computerfr33k
241271;felipebueno
2774469;1wilkens
47187;guyou
10843970;jakkan
1305160;jharmn
37597170;Leoj03
14680;tilsammans
2736452;josesalvador
853478;Kulak
394382;bep
8184251;rdwatters
173412;spf13
1274764;anthonyfok
7010165;digitalcraftsman
131056;moorereason
69080;noahcampbell
3578197;kaushalmodi
13235519;bogem
5148885;tatsushid
115347;budparr
1212885;coliff
2699987;mohae
1480503;regisphilibert
3185864;natefinch
512328;RickCogley
11361;halostatue
7918298;onedrawingperday
2830093;vassudanagunta
372027;SchumacherFM
692702;MarkDBlackwell
166625;robertbasic
11139100;mdhender
374340;k4rtik
6017470;felicianotech
22553934;vangent
5552204;vsopvsop
17534;tychoish
598433;vbatoufflet
1481655;owenwaller
3213584;dahtah
26920335;ShotaOchi
2127125;srvanderplas
5408324;devSJR
43217302;sebastien-jalgos
10783929;Bisaloo
12504708;karldw
25742024;velaco
4483;arfon
6237308;muquit
29843943;goreleaserbot
220772;rasa
40424;mattcone
5225529;gaylin
233505;piascikj
14205498;adnanhz
6786817;brianjking
2131950;DaveJarvis
1438723;uberfuzzy
20407042;chadmando
551478;higa4
3273659;morchickit
1375708;smth
86622;jgkim
15726400;dlac03
13132684;lipve
5921797;ljoelle
791678;pwalsh
5445113;yutakam
5587545;tlacoyodefrijol
180658;rufuspollock
4168896;tkaneda
428218;nyampire
4758376;nealbastek
241130;joetsoi
4197088;YoshikazuKashiwazaki
12747562;patriceblain
69814;napo
98253;hagino3000
2360081;ecedenyo
1628612;mih4ajlo
7370669;KateRogers
4800988;mariekeguy
3656268;nikeshbalami
18442745;mathpascal
18658226;tnyoon
750998;davidpgero
1311765;DragonVirus
121515;lynxlynxlynx
1014134;schlos
3044;jgm
835121;jkr
507994;tarleb
18373967;link2xt
1216657;mpickering
157497;mb21
1084407;adunning
7275622;lierdakil
10970208;ickc
7345761;Yanpas
1098563;wilx
16558417;schrieveslaach
98500;xabbu42
16061266;josephcsible
602025;sheremetyev
29217594;leungbk
221068;markwright
167923;twsh
885935;danse
312957;hftf
292128;hubertp
17237627;Wandmalfarbe
28448;adityam
251106;bergey
83901;jlduran
50160106;despresc
45629;davidlazar
620450;hamishmack
1360812;xoolive
3104020;agusmba
2227806;mkcor
932850;tdhock
4194737;pedrodz
1280389;chriddyp
6131842;13bzhang
577668;sckott
19575728;msummersgill
5034604;msund
348591;alyst
10779688;Alanocallaghan
5047232;wfjvdham
9438047;nielsenmarkus11
837910;timelyportfolio
18218497;AleksandrIanevski
1865834;jackparmer
9363263;charliejhadley
1331193;mplourde
41019918;michaelbabyn
6137322;sctyner
5125542;michaelmikebuckley
8397446;bklamer
4552851;davidkane9
209268;adessy
9215614;ismayc
939139;petermeissner
2008608;jacobbien
36988;srushe
13087841;jolars
44127135;tmstauss
4999138;xiaosongz
4706822;dfalbel
891692;espinielli
4447053;superdesolator
437277;wilkinson
6063192;npjc
3961287;asnr
1807519;bearloga
16637880;yeedle
2104579;gergness
13401460;mkearney
1837179;sambrady3
3136617;dewittpe
3925834;md0u80c9
12703982;DanRuderman
2182246;kbenoit
5960279;hoehleatsu
3473921;michaelquinn32
18153457;skaltman
10330005;ellessenne
2946344;chartgerink
46447321;allcontributors[bot]
28573875;psobrakseaton
24398851;asimumba
24394304;petzi53
15871952;dongzhuoer
1696911;daijiang
18148282;RaymondBalise
3401168;bcrossman
29008894;dcossyleon
7447478;federicomarini
25118334;isteves
1613346;jemus42
32341381;desautm
9799530;nathaneastwood
13663564;riccardoporreca
3639446;zkamvar
5105005;mikemc
6105908;brodieG
1075118;muschellij2
8430564;pat-s
563;amoeba
273926;rundel
125001;khughitt
8099328;msteijaert
20400852;rorynolan
9358238;gnunn1
7660997;bilelmoussaoui
14939413;f2404
677124;ivoarch
18269095;Frederik-Baetens
20933385;Anton-Latukha
2767;nono
333806;CharlesB2
906457;danielkutik
41439;dmd
15967408;0xEAB
56197;potyl
3014737;MarcelWaldvogel
709773;hailwood
2650040;MichaelAquilina
15840648;milisarge
302922;encukou
21159972;xenopeek
29778895;hobbledehoy899
39646700;mobinmob
298994;xliiv
2153367;isacikgoz
7606389;MichaelChirico
6829033;jmgirard
37626302;Cervangirard
19150088;DavisVaughan
8665632;dchiu911
6818218;llrs
920687;esarbe
1032987;CucumisSativus
1815965;stewid
3474533;zzawadz
7707019;Quares
15708296;abrodecka
17065280;michalcisek
13157213;krzyslom
32244524;mikolajjj
15180983;wchodor
2942583;maseh87
32574056;maksymiuks
5582151;kevinykuo
26636582;12tafran
18423383;agosiewska
20418265;mstaniak
28710316;kmatusz
32574004;hbaniecki
13375875;teng-gao
3187951;rushter
3155152;elmerehbi
430504;lihost
8090350;BrendanMartin
7250650;daynebatten
11235783;drsimonj
2502671;hrjn
88295;hasantayyar
4678078;rui-mendes
12085713;TommyBlanchard
12951182;annalyzin
1062063;benpryke
6267065;ahmedbesbes
4563691;cabreraalex
4803906;acastrounis
4929993;arsenyinfo
21704;arshak
3419930;cemoody
531788;davidlowjw
6461717;Prooffreader
255672;deanmalmgren
1437295;copybin
1519239;EnFinlay
1311749;gm-spacagna
1331156;ivannp
1757202;rinze
29894366;julienrbrt
3481474;kevin91nl
181818;coolbutuseless
8123265;dgromer
6146404;austenhead
5524851;dirkfabisch
850009;jasuarez
882850;msdos621
143897;MarkBorcherding
2639232;finfin
1256980;kmiya
44833;lucianosousa
879123;miguelfito
316632;terriann
3020738;amussey
81338;FTWynn
8698364;jacob-israel-turner
189316;indiedotkim
87923;jlleblanc
6784159;daxlab
2484716;milanov
67381;philsturgeon
1203859;robertiagar
1420434;teotwaki
8341607;ristovskiv
739139;jclagache
98407;sameera207
6452610;stephlocke
20276372;amy17519
15808896;angela-li
4454726;sinarueeger
8363743;DaveParr
5719116;DragonflyStats
6564007;noatamir
11967712;radovankavicky
6134409;datawookie
17315349;Ebedthan
42153618;beatrizmilz
26913197;kimnewzealand
52059452;ValenzuelaBeltran
11610166;olgnaydn
31421616;rivaquiroga
1760262;adfi
7696356;chucheria
8600091;bjungbogati
12110558;EYITAY
26129199;kristenchan
12567035;aswansyahputra
7151469;brennanpincardiff
9538040;RMHogervorst
37449624;Shelmith-Kariuki
17094367;beemyfriend
36625116;janinekhuc
14364483;durszlaczek
17699801;AleksandraDabrowska
7738216;Emaasit
5100840;peterhurford
4439480;kirillseva
3246744;kshirley
1837;bmabey
173090;MatthieuBizien
3313355;kassambara
9847744;grabarze
9643002;pcejrowski
17008109;liwencong1995
1695515;ms609
12614453;philomonk
52550107;Hugo2035
60927401;huguesmbumba
8027099;mcaule
7783282;borgmajr
495634;emeeks
68416;curran
13564400;kthotav
1042512;gcalmettes
3348211;GimYoungPhil
26434599;twgardner2
7215386;kirstenfrank
6456356;thoughtfulbloke
5942755;dkillian
10030385;Aratinga
1366313;thiakx
7256509;ww44ss
7830961;stepds
8946621;aglagla
10056231;BillSeliger
11819528;DanieleP
45936891;felipebalbi
5579761;isvaldo
5464185;sachsmc
3663894;impiyush
5264617;charany1
7500883;yoke2
7143637;alkashef
5325241;allanino
3854381;cbryant1000
65817022;hani-mk
10836108;theendless219
7222836;chribonn
4582136;gabx
499405;tboloo
1230191;kkoziol
24505351;kkoziol-sgs
1589;jkutner
545244;jonmountjoy
7503302;mrbradparks
1672302;Dhaulagiri
